orgname,depart_time,duration,arrival,amount,rating,seat,bustype,route_link
Ramana Tours And Travels,22:30,05h 30m,04:00,670.0,2.0,20,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Ramana Tours And Travels,22:25,06h 20m,04:45,700.0,2.0,29,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,19:48,06h 12m,02:00,780.0,2.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai RK Travels,22:45,05h 20m,04:05,610.0,2.0,22,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
BSR Tours And Travels,22:00,06h 10m,04:10,980.0,2.0,40,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SAMANVI CITICONNECT,19:10,07h 20m,02:30,559.0,2.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KKaveri Travels,15:30,08h 00m,23:30,670.0,2.0,29,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Orange Tours And Travels,17:50,08h 25m,02:15,700.0,2.0,34,NON A/C Seater/ Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KKaveri Travels,22:25,05h 15m,03:40,670.0,1.0,36,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Morning Star Travels,22:20,06h 10m,04:30,1090.0,1.0,27,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
LIMOLINER,18:30,07h 40m,02:10,1250.0,2.0,15,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
V Kaveri Travels,14:50,06h 10m,21:00,1190.0,2.0,24,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Siri Tours and Travels,22:13,05h 47m,04:00,720.0,2.0,22,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Orange Tours And Travels,14:55,08h 25m,23:20,700.0,1.0,14,NON A/C Seater/ Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Orange Tours And Travels,16:10,08h 20m,00:30,700.0,1.0,22,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SS Prasanna Travels,23:50,05h 45m,05:35,3999.0,1.0,23,A/C Seater (2+2),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
GMC Travels,22:00,05h 30m,03:30,780.0,4.0,24,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Neelachal Travels,15:00,07h 45m,22:45,4000.0,4.0,14,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Svkdt travels,17:00,09h 05m,02:05,1089.0,4.0,31,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Shyamoli Paribahan Pvt Ltd,20:25,06h 05m,02:30,2999.0,4.0,32,A/C Seater/Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Shyamoli Paribahan Pvt Ltd,15:55,05h 55m,21:50,3999.0,4.0,27,A/C Seater/Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sree Gowtham Travels,22:25,06h 22m,04:47,900.0,4.0,34,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Navayuga Travels,19:56,08h 34m,04:30,599.0,4.0,25,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Navayuga Travels,13:25,07h 45m,21:10,1190.0,4.0,31,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Atluri Travels,22:18,05h 32m,03:50,610.0,4.0,34,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Jayanthi Travels,21:00,07h 15m,04:15,670.0,4.0,41,NON A/C Hi-Tech Push Back (2+2),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vikram Travels,20:10,05h 50m,02:00,859.0,4.0,33,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Jayanthi Travels,21:15,05h 45m,03:00,670.0,4.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Shree Manikanta Travels,15:15,08h 25m,23:40,1239.0,4.0,30,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
BSR Tours And Travels,17:02,08h 03m,01:05,1680.0,4.0,36,Volvo 9600 Multi-Axle A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Jayanthi Travels,21:10,06h 20m,03:30,1110.0,4.0,25,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vikram Travels,21:30,05h 30m,03:00,1000.0,4.0,27,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Padma Travels,21:30,06h 30m,04:00,499.0,4.0,15,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,19:15,07h 10m,02:25,690.0,4.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,16:48,07h 52m,00:40,1100.0,4.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Krk Travels,14:55,08h 05m,23:00,1140.0,3.0,34,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Laharisa Tours and Travels,22:10,05h 55m,04:05,670.0,3.0,20,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Varun Travels,23:40,05h 05m,04:45,650.0,3.0,29,Scania AC Multi Axle Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai Srinivasa Travels,22:40,06h 10m,04:50,2000.0,3.0,28,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vahini Travels,20:41,07h 49m,04:30,670.0,3.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vahini Travels,22:37,05h 53m,04:30,670.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SRI SAI BALAJI TOURS AND TRAVELS,14:50,07h 35m,22:25,899.0,3.0,31,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Kalyani Transport,20:45,05h 45m,02:30,555.0,3.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SREE KARA TRAVELS,22:05,06h 10m,04:15,555.0,3.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri NVR Travels,22:45,05h 45m,04:30,899.0,3.0,17,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Keerthana Sai Travels,14:45,09h 00m,23:45,850.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Sai Anjana Tours and Travels,22:20,06h 05m,04:25,599.0,3.0,19,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
DMR Travels,21:16,06h 24m,03:40,1330.0,3.0,31,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
DMR Travels,22:30,05h 30m,04:00,780.0,3.0,24,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
DMR Travels,22:28,06h 02m,04:30,780.0,3.0,40,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
DMR Travels,22:40,05h 50m,04:30,780.0,3.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
DMR Travels,21:16,06h 14m,03:30,1100.0,3.0,26,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vinay's Tours and Travels,23:20,06h 05m,05:25,699.0,3.0,25,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Tulasi Tours and Travels,14:20,07h 10m,21:30,999.0,3.0,31,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SAMANVI CITICONNECT,22:25,05h 20m,03:45,610.0,3.0,18,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Siri Tours and Travels,22:01,06h 14m,04:15,720.0,3.0,27,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Prasanna Travels,23:40,05h 55m,05:35,600.0,3.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
V Kaveri Travels,22:20,06h 45m,05:05,700.0,3.0,17,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Tulasi Tours and Travels,14:50,08h 10m,23:00,899.0,3.0,30,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Siri Tours and Travels,21:58,06h 17m,04:15,720.0,3.0,26,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai Godavari Travels,22:18,05h 42m,04:00,610.0,3.0,21,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,17:37,06h 18m,23:55,1110.0,3.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,21:58,05h 32m,03:30,1220.0,3.0,13,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Puri Jagannadh Tours And Travels,19:45,08h 00m,03:45,666.0,3.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,20:10,05h 50m,02:00,780.0,3.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SVM Tours And Travels,22:35,05h 45m,04:20,999.0,3.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vasireddy Travels,23:23,06h 07m,05:30,523.0,3.0,36,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Komali Travels,22:25,05h 35m,04:00,777.0,3.0,22,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,19:52,06h 38m,02:30,1450.0,3.0,1,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,17:37,06h 18m,23:55,1110.0,3.0,24,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai RK Travels,22:35,05h 55m,04:30,670.0,3.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Puri Jagannadh Tours And Travels,19:30,07h 15m,02:45,666.0,3.0,6,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Ajay Bus,22:45,05h 45m,04:30,670.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Ajay Bus,22:45,05h 15m,04:00,666.0,3.0,30,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Vinay's Tours and Travels,23:50,06h 05m,05:55,1888.0,4.0,27,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Prasanna Travels,23:55,05h 55m,05:50,600.0,2.0,24,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Morning Star Travels,23:00,06h 05m,05:05,690.0,2.0,18,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KVR Tours and Travels,20:30,05h 35m,02:05,1150.0,3.0,1,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KVR Tours and Travels,22:30,04h 45m,03:15,780.0,3.0,34,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,16:20,06h 20m,22:40,475.0,4.0,35,Electric A/C Seater (2+2),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Keerthana Sai Travels,14:45,09h 00m,23:45,1300.0,3.0,36,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Venkteshwara Travels,05:45,05h 00m,10:45,299.0,2.0,30,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Meghana Travels,22:45,05h 40m,04:25,649.0,3.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
YNR Travels,00:20,05h 50m,06:10,2850.0,3.0,28,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Rainbow Tours And Travels,22:14,06h 06m,04:20,670.0,3.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,20:55,06h 25m,03:20,780.0,4.0,46,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Srivastav Travels,22:35,06h 15m,04:50,779.0,3.0,23,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Chandu Travels,23:05,05h 25m,04:30,1796.0,3.0,22,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
AVR Travels,23:55,05h 40m,05:35,2500.0,2.0,43,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Karan Sai Tours and Travels,21:55,06h 25m,04:20,532.0,3.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
LVP Travels,22:05,06h 05m,04:10,880.0,3.0,36,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KKaveri Travels,18:40,07h 50m,02:30,670.0,3.0,29,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai Sri Durga Travels,23:15,06h 25m,05:40,3000.0,2.0,39,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Holidays Tours and Travels,22:40,05h 30m,04:10,555.0,3.0,27,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Ramana Tours And Travels,22:20,06h 40m,05:00,599.0,2.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
V Kaveri Travels,23:00,06h 10m,05:10,700.0,2.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mayuri Travels,16:17,07h 38m,23:55,1110.0,3.0,33,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Ajay Bus,22:45,05h 55m,04:40,490.0,3.0,40,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Tranzindia Travels,21:40,06h 10m,03:50,1399.0,3.0,17,Volvo Multi-Axle A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sree Durga Kaveri Travels,23:10,05h 20m,04:30,780.0,3.0,18,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
SVR Tours and Travels,17:15,06h 30m,23:45,800.0,2.0,2,Volvo A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Tranzindia Travels,21:45,05h 30m,03:15,1349.0,2.0,22,Scania AC Multi Axle Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Srivastav Travels,22:35,06h 25m,05:00,619.0,2.0,16,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,20:42,06h 48m,03:30,706.0,2.0,26,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KKaveri Travels,14:00,07h 00m,21:00,1500.0,2.0,31,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sai Dasari Travels,23:05,05h 22m,04:27,800.0,2.0,31,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Morning Star Travels,23:05,06h 05m,05:10,690.0,1.0,31,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Morning Star Travels,22:20,05h 35m,03:55,1190.0,2.0,23,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mozo travels,18:21,06h 49m,01:10,1810.0,2.0,32,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Mozo travels,20:10,08h 00m,04:10,720.0,2.0,1,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Morning Star Travels,22:20,06h 00m,04:20,1090.0,2.0,27,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Navayuga Travels,22:45,05h 45m,04:30,799.0,4.0,40,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
KKaveri Travels,18:40,07h 50m,02:30,780.0,2.0,21,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Atluri Travels,20:00,08h 20m,04:20,610.0,4.0,41,NON AC Seater / Sleeper 2+1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Rama Travels,22:40,05h 35m,04:15,890.0,4.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Tulasi Tours and Travels,03:00,03h 20m,06:20,549.0,3.0,27,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Sri Tulasi Tours and Travels,22:00,03h 30m,01:30,649.0,3.0,24,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Sai RK Travels,22:40,03h 50m,02:30,545.0,4.0,15,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Navayuga Travels,22:00,04h 10m,02:10,1090.0,3.0,15,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Morning Star Travels,21:10,05h 15m,02:25,1090.0,2.0,27,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Sai Sree Travels,22:00,04h 30m,02:30,999.0,2.0,25,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
RK Travels,00:30,05h 30m,06:00,399.0,3.0,36,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
NueGo,00:30,04h 40m,05:10,371.0,3.0,44,Electric A/C Seater (2+2),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
RK Travels,00:40,04h 35m,05:15,399.0,4.0,39,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
RK Travels,01:10,04h 50m,06:00,499.0,3.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
NueGo,01:40,03h 00m,04:40,189.0,3.0,36,Electric A/C Seater (2+2),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
GKT TRAVELS,02:30,02h 30m,05:00,523.0,3.0,41,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
SUVARNAMUKHI TRAVELS,21:00,07h 15m,04:15,300.0,3.0,4,NON A/C Seater (2+3),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
SUVARNAMUKHI TRAVELS,21:45,06h 45m,04:30,300.0,3.0,11,NON A/C Seater (2+3),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Abhishek Bus,22:05,08h 15m,06:20,499.0,4.0,37,Scania Multi-Axle AC Semi Sleeper (2+2),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vinayaka Travels,22:30,06h 15m,04:45,799.0,4.0,17,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vinayaka Travels,22:30,06h 30m,05:00,499.0,4.0,32,NON A/C Seater/ Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Maheswari Travels,22:40,07h 00m,05:40,599.0,4.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
S R Travels,22:40,06h 35m,05:15,650.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
CGR Travels,22:45,08h 10m,06:55,400.0,3.0,19,NON A/C Semi Sleeper / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
PRL BUS,22:45,06h 15m,05:00,500.0,4.0,37,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
AR & BCVR Travels,22:45,07h 15m,06:00,660.0,4.0,37,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Maheswari Travels,22:50,07h 00m,05:50,899.0,4.0,19,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
INDHU BUS,22:55,06h 45m,05:40,599.0,3.0,28,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
AR & BCVR Travels,22:55,06h 35m,05:30,660.0,3.0,38,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
AR & BCVR Travels,23:00,06h 00m,05:00,660.0,4.0,38,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Maheswari Travels,23:00,06h 50m,05:50,599.0,3.0,34,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
S R Travels,23:00,06h 30m,05:30,620.0,3.0,30,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Indu Travels,23:00,06h 00m,05:00,1000.0,3.0,18,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
HARITHA TRAVELS,23:00,06h 25m,05:25,449.0,3.0,40,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
V Kaveri Travels,23:10,06h 50m,06:00,560.0,3.0,33,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
AR & BCVR Travels,23:15,06h 15m,05:30,900.0,4.0,9,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Indu Travels,23:15,05h 45m,05:00,450.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Indu Travels,23:15,05h 45m,05:00,450.0,3.0,31,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
CGR Travels,23:15,08h 05m,07:20,550.0,4.0,25,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
CGR Travels,23:15,06h 45m,06:00,450.0,4.0,11,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Abhishek Bus,23:40,05h 15m,04:55,949.0,3.0,18,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vengamamba Bus Transport(SVBT),23:45,05h 15m,05:00,660.0,4.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
BHAIRAVA TOURS AND TRAVELS,23:45,06h 45m,06:30,499.0,3.0,32,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Royal Voyage Travels (RVT),23:50,06h 20m,06:10,600.0,4.0,26,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Shrinivasa Bus Transport (SSBT),23:55,05h 25m,05:20,770.0,4.0,26,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vengamamba Bus Transport (SVBT),23:55,05h 05m,05:00,660.0,3.0,22,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vengamamba Bus Transport(SVBT),23:58,07h 32m,07:30,673.0,4.0,23,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Shrinivasa Bus Transport (SSBT),23:59,05h 31m,05:30,770.0,3.0,29,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vengamamba Bus Transport (SVBT),23:59,05h 46m,05:45,840.0,4.0,21,A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
V Kaveri Travels,23:59,06h 31m,06:30,1000.0,4.0,21,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vengamamba Bus Transport(SVBT),23:59,06h 01m,06:00,990.0,4.0,22,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Giridhar Tours and Travels,23:59,05h 41m,05:40,700.0,3.0,30,A/C Seater/Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Abhishek Bus,00:20,06h 55m,07:15,900.0,2.0,14,A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
S R Travels,22:20,07h 10m,05:30,750.0,2.0,32,NON A/C Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Mukundha Travels,22:50,05h 40m,04:30,399.0,0.0,36,NON A/C Semi Sleeper / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Indu Travels,23:15,05h 45m,05:00,450.0,2.0,24,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Ahobila Travels,23:35,05h 55m,05:30,550.0,1.0,27,Non A/C Seater / Sleeper (2+1),https://www.redbus.in/bus-tickets/kadapa-to-bangalore
